employee_id,age,revenu_mensuel,statut_marital,departement,poste,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,frequence_deplacement,annes_sous_responsable_actuel
593,22,3894,Célibataire,Consulting,Consultant,4,2,2,3,2,3,3,3,3,Non,16.0,0,Frequent,2
595,48,4051,Marié(e),Commercial,Cadre Commercial,14,9,7,2,3,4,1,3,3,Non,14.0,1,Occasionnel,7
597,55,16835,Célibataire,Commercial,Senior Manager,37,10,9,1,3,2,4,3,4,Non,23.0,0,Occasionnel,7
599,41,6230,Célibataire,Commercial,Cadre Commercial,16,14,3,4,3,4,4,3,3,Non,14.0,0,Aucun,10
600,35,4717,Marié(e),Commercial,Cadre Commercial,15,11,9,2,3,3,3,3,3,Non,11.0,0,Occasionnel,9
601,40,13237,Célibataire,Consulting,Tech Lead,22,20,6,2,3,3,3,3,3,Non,15.0,0,Occasionnel,13
602,39,3755,Marié(e),Consulting,Consultant,8,8,3,3,3,3,1,3,3,Non,11.0,1,Frequent,7
604,31,6582,Célibataire,Commercial,Cadre Commercial,10,6,5,2,3,4,3,4,3,Oui,13.0,0,Occasionnel,5
605,42,7406,Marié(e),Consulting,Tech Lead,10,10,9,4,3,1,4,2,4,Oui,21.0,1,Occasionnel,8
606,45,4805,Marié(e),Commercial,Cadre Commercial,9,8,7,4,3,2,2,4,3,Non,19.0,1,Occasionnel,7
608,26,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,8,7,7,2,3,3,2,2,3,Oui,11.0,1,Frequent,0
611,29,4262,Divorcé(e),Consulting,Tech Lead,8,3,2,4,3,4,2,4,3,Non,12.0,2,Occasionnel,2
612,33,16184,Divorcé(e),Consulting,Directeur Technique,10,6,1,1,4,3,3,3,3,Non,19.0,1,Occasionnel,5
613,31,11557,Divorcé(e),Commercial,Senior Manager,10,5,4,3,2,4,3,2,4,Non,21.0,1,Occasionnel,1
614,18,1878,Célibataire,Commercial,Représentant Commercial,0,0,0,2,3,2,4,3,3,Oui,14.0,0,Frequent,0
615,40,10932,Divorcé(e),Commercial,Cadre Commercial,20,1,0,3,1,1,3,3,3,Non,15.0,1,Aucun,1
616,41,6811,Célibataire,Consulting,Manager,10,8,7,1,2,3,1,3,3,Oui,17.0,0,Aucun,7
618,26,4306,Divorcé(e),Commercial,Cadre Commercial,8,0,0,1,3,3,1,3,3,Non,12.0,2,Occasionnel,0
620,35,4859,Célibataire,Commercial,Cadre Commercial,5,5,4,1,3,3,4,3,3,Non,16.0,0,Occasionnel,3
621,34,5337,Célibataire,Commercial,Cadre Commercial,10,10,7,4,4,4,4,3,3,Non,12.0,0,Occasionnel,7
622,26,2340,Célibataire,Consulting,Consultant,1,1,0,3,1,4,2,1,3,Oui,18.0,0,Occasionnel,0
623,37,7491,Célibataire,Consulting,Tech Lead,12,6,5,2,3,4,4,4,3,Non,17.0,0,Occasionnel,2
624,46,10527,Marié(e),Consulting,Manager,28,2,2,1,3,3,4,2,3,Non,11.0,0,Frequent,2
625,41,16595,Marié(e),Commercial,Senior Manager,22,18,16,2,3,1,2,3,3,Non,16.0,1,Occasionnel,8
626,37,8834,Divorcé(e),Commercial,Cadre Commercial,9,9,5,1,3,2,4,3,3,Non,13.0,1,Aucun,7
630,52,5577,Divorcé(e),Consulting,Assistant de Direction,18,10,9,4,3,1,2,3,3,Oui,12.0,2,Occasionnel,9
631,32,4707,Marié(e),Commercial,Cadre Commercial,6,4,2,4,4,3,4,3,3,Non,12.0,0,Aucun,2
632,24,2400,Marié(e),Commercial,Représentant Commercial,3,2,2,4,3,4,3,3,3,Non,13.0,2,Frequent,1
634,38,9824,Marié(e),Consulting,Manager,18,1,0,3,3,3,3,3,3,Non,19.0,1,Occasionnel,0
635,37,6447,Marié(e),Consulting,Tech Lead,8,6,5,2,3,2,2,2,3,Non,12.0,1,Occasionnel,3
638,49,19502,Divorcé(e),Consulting,Directeur Technique,31,31,9,4,2,3,3,3,3,Oui,17.0,1,Occasionnel,9
639,24,2725,Marié(e),Consulting,Assistant de Direction,6,6,5,2,4,4,2,3,3,Oui,11.0,2,Occasionnel,4
641,26,6272,Marié(e),Commercial,Cadre Commercial,6,5,3,1,3,2,4,4,4,Non,20.0,2,Occasionnel,4
643,24,2127,Marié(e),Consulting,Consultant,1,1,0,4,2,2,4,3,4,Non,21.0,1,Occasionnel,0
644,50,18200,Marié(e),Ressources Humaines,Senior Manager,32,32,5,1,3,2,3,3,3,Non,11.0,1,Frequent,7
645,25,2096,Marié(e),Commercial,Représentant Commercial,7,7,4,2,3,3,3,3,3,Non,11.0,0,Occasionnel,6
647,24,2886,Marié(e),Consulting,Consultant,6,6,3,1,3,3,4,3,3,Oui,16.0,1,Frequent,2
648,30,2033,Marié(e),Commercial,Représentant Commercial,1,1,0,2,2,1,3,4,3,Non,18.0,1,Frequent,0
649,34,3622,Marié(e),Consulting,Assistant de Direction,6,6,5,2,2,4,4,3,3,Oui,13.0,1,Occasionnel,3
650,31,4233,Divorcé(e),Commercial,Cadre Commercial,9,3,1,2,3,1,3,1,3,Non,17.0,0,Occasionnel,2
652,35,3681,Célibataire,Consulting,Consultant,9,3,2,1,2,4,4,3,3,Non,14.0,0,Occasionnel,2
653,31,5460,Divorcé(e),Commercial,Cadre Commercial,13,7,7,1,4,4,4,4,4,Non,22.0,2,Occasionnel,7
655,27,2187,Divorcé(e),Consulting,Assistant de Direction,6,5,3,1,2,3,3,2,3,Non,12.0,2,Occasionnel,3
656,37,9602,Marié(e),Commercial,Cadre Commercial,17,3,0,4,3,3,3,2,3,Oui,11.0,1,Occasionnel,0
657,20,2836,Célibataire,Consulting,Assistant de Direction,1,1,0,4,2,2,4,4,3,Non,13.0,0,Occasionnel,0
659,42,4089,Marié(e),Consulting,Manager,10,10,2,3,3,4,2,3,3,Non,13.0,2,Occasionnel,2
661,43,16627,Divorcé(e),Consulting,Directeur Technique,21,1,0,2,2,4,3,2,3,Oui,14.0,1,Occasionnel,0
662,38,2619,Célibataire,Consulting,Assistant de Direction,8,0,0,3,3,1,4,2,3,Non,17.0,0,Occasionnel,0
663,43,5679,Divorcé(e),Consulting,Consultant,10,8,7,4,3,3,2,3,3,Oui,13.0,1,Frequent,7
664,48,15402,Marié(e),Consulting,Senior Manager,21,3,2,4,2,1,1,1,3,Non,11.0,1,Occasionnel,2
665,44,5985,Célibataire,Ressources Humaines,Ressources Humaines,10,2,2,1,2,3,2,4,3,Non,11.0,0,Occasionnel,2
666,34,2579,Divorcé(e),Commercial,Représentant Commercial,8,8,2,3,3,3,4,3,3,Oui,18.0,2,Occasionnel,6
667,27,3041,Divorcé(e),Commercial,Représentant Commercial,5,4,3,3,3,1,2,3,3,Non,11.0,1,Occasionnel,2
669,21,3447,Célibataire,Commercial,Représentant Commercial,3,3,2,3,3,3,3,3,3,Non,11.0,0,Occasionnel,2
671,44,19513,Marié(e),Consulting,Senior Manager,26,2,2,4,3,4,1,4,3,Oui,12.0,1,Occasionnel,1
675,22,2773,Marié(e),Consulting,Assistant de Direction,3,2,2,1,3,3,4,3,4,Non,20.0,0,Occasionnel,2
677,33,7104,Divorcé(e),Commercial,Cadre Commercial,6,5,0,3,3,3,4,3,3,Non,12.0,0,Occasionnel,2
679,32,6322,Marié(e),Consulting,Assistant de Direction,6,6,4,1,3,4,4,2,3,Oui,12.0,1,Occasionnel,5
680,30,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,0,3,3,3,3,3,4,Non,20.0,1,Frequent,0
682,53,8381,Célibataire,Commercial,Cadre Commercial,18,14,7,4,3,1,4,4,4,Non,20.0,0,Occasionnel,10
683,34,2691,Marié(e),Consulting,Assistant de Direction,10,10,9,2,3,4,4,2,3,Non,12.0,1,Occasionnel,8
684,45,4286,Marié(e),Commercial,Cadre Commercial,5,1,1,1,3,1,4,3,3,Non,14.0,2,Frequent,0
686,26,2659,Marié(e),Consulting,Consultant,3,3,2,3,3,4,3,3,3,Oui,13.0,1,Occasionnel,2
689,37,9434,Marié(e),Consulting,Tech Lead,10,10,7,3,3,3,3,3,3,Non,15.0,1,Occasionnel,8
690,29,5561,Marié(e),Commercial,Cadre Commercial,6,6,0,2,3,3,1,2,3,Non,14.0,1,Occasionnel,2
691,35,6646,Célibataire,Consulting,Assistant de Direction,17,17,11,2,1,4,2,3,3,Non,13.0,0,Occasionnel,8
692,33,7725,Divorcé(e),Consulting,Manager,15,13,11,3,3,4,3,1,4,Non,23.0,1,Frequent,7
698,54,10725,Marié(e),Ressources Humaines,Ressources Humaines,16,9,7,3,3,2,3,4,3,Non,15.0,1,Occasionnel,1
699,36,8847,Divorcé(e),Consulting,Tech Lead,13,3,2,2,2,2,3,3,3,Oui,11.0,1,Occasionnel,2
700,27,2045,Célibataire,Consulting,Assistant de Direction,5,4,2,1,2,4,4,3,3,Non,13.0,0,Occasionnel,1
701,20,1009,Célibataire,Consulting,Assistant de Direction,1,1,0,4,3,3,4,3,3,Oui,11.0,0,Occasionnel,1
702,33,3348,Célibataire,Consulting,Assistant de Direction,10,10,8,1,3,1,1,3,3,Oui,11.0,0,Frequent,7
704,35,1281,Marié(e),Consulting,Consultant,1,1,0,3,2,3,3,3,3,Non,18.0,2,Aucun,0
705,23,2819,Marié(e),Consulting,Assistant de Direction,5,3,2,1,4,1,1,4,3,Non,16.0,1,Occasionnel,2
707,25,4851,Marié(e),Commercial,Cadre Commercial,4,3,2,4,4,2,3,3,4,Non,22.0,1,Occasionnel,2
709,38,4028,Célibataire,Commercial,Cadre Commercial,8,7,7,4,2,4,1,3,4,Non,20.0,0,Occasionnel,5
710,29,2720,Divorcé(e),Consulting,Assistant de Direction,10,10,7,2,1,4,4,3,3,Non,18.0,1,Frequent,8
712,48,8120,Marié(e),Commercial,Cadre Commercial,12,2,2,2,4,2,4,3,3,Non,12.0,0,Occasionnel,2
714,27,4647,Divorcé(e),Commercial,Cadre Commercial,6,6,5,4,4,4,2,3,4,Oui,20.0,2,Frequent,4
715,37,4680,Célibataire,Consulting,Assistant de Direction,4,1,0,4,4,4,1,3,3,Non,17.0,0,Occasionnel,0
716,50,3221,Marié(e),Consulting,Consultant,20,20,8,4,4,3,3,3,3,Oui,11.0,3,Occasionnel,8
717,34,8621,Célibataire,Consulting,Manager,9,8,7,4,2,2,2,4,3,Non,14.0,0,Occasionnel,7
720,24,4577,Célibataire,Commercial,Cadre Commercial,4,2,2,1,3,3,1,3,3,Non,14.0,0,Occasionnel,0
721,39,4553,Célibataire,Consulting,Manager,20,20,7,4,2,3,1,3,3,Non,11.0,0,Occasionnel,10
722,32,5396,Célibataire,Commercial,Cadre Commercial,10,10,7,4,3,4,4,2,3,Non,12.0,0,Occasionnel,8
723,50,6796,Marié(e),Commercial,Cadre Commercial,18,4,3,2,3,3,1,3,3,Oui,14.0,1,Frequent,3
724,38,7625,Célibataire,Consulting,Manager,10,9,7,2,4,4,3,2,3,Non,13.0,0,Occasionnel,8
725,27,7412,Marié(e),Consulting,Tech Lead,9,9,7,3,3,1,4,3,3,Non,11.0,0,Occasionnel,7
727,32,11159,Célibataire,Consulting,Directeur Technique,10,7,7,3,3,4,4,3,3,Non,15.0,0,Occasionnel,7
728,47,4960,Célibataire,Commercial,Cadre Commercial,20,7,7,4,3,1,4,3,3,Non,12.0,0,Occasionnel,7
729,40,10475,Marié(e),Commercial,Cadre Commercial,20,18,13,4,2,1,3,3,4,Oui,21.0,1,Frequent,12
730,53,14814,Marié(e),Consulting,Directeur Technique,32,5,1,3,4,3,3,3,3,Non,19.0,0,Occasionnel,3
731,41,19141,Divorcé(e),Ressources Humaines,Senior Manager,23,21,6,2,2,4,2,2,3,Non,15.0,3,Occasionnel,6
732,60,5405,Célibataire,Commercial,Cadre Commercial,10,2,2,1,3,1,4,3,3,Non,14.0,0,Occasionnel,2
733,27,8793,Divorcé(e),Consulting,Tech Lead,9,9,7,4,3,1,3,2,4,Non,21.0,2,Frequent,7
734,41,19189,Marié(e),Ressources Humaines,Senior Manager,22,22,7,4,2,3,2,3,3,Non,12.0,1,Occasionnel,10
738,50,3875,Marié(e),Commercial,Représentant Commercial,4,2,2,4,3,2,4,3,3,Non,15.0,1,Occasionnel,2
741,28,2216,Célibataire,Consulting,Assistant de Direction,10,7,7,1,1,2,4,3,3,Oui,13.0,0,Occasionnel,7
742,36,11713,Marié(e),Consulting,Directeur Technique,10,8,7,1,4,1,1,3,3,Non,14.0,1,Aucun,5
743,38,7861,Célibataire,Consulting,Tech Lead,10,1,0,3,3,3,4,4,3,Oui,14.0,0,Occasionnel,0
744,44,3708,Célibataire,Consulting,Consultant,9,5,2,1,1,3,3,3,3,Non,14.0,0,Aucun,4
746,47,13770,Divorcé(e),Commercial,Cadre Commercial,28,22,2,4,3,3,4,2,3,Oui,12.0,2,Frequent,13
747,30,5304,Divorcé(e),Commercial,Cadre Commercial,10,8,7,3,3,4,4,2,4,Non,23.0,1,Occasionnel,7
749,29,2642,Célibataire,Commercial,Représentant Commercial,1,1,0,3,3,3,3,3,3,Non,11.0,0,Occasionnel,0
752,42,2759,Divorcé(e),Consulting,Assistant de Direction,7,2,2,3,4,3,4,3,3,Oui,12.0,0,Frequent,2
754,43,6804,Marié(e),Commercial,Cadre Commercial,7,2,2,4,2,4,3,3,3,Non,18.0,1,Frequent,2
757,34,6142,Célibataire,Consulting,Manager,10,5,1,2,3,3,4,3,3,Non,11.0,0,Occasionnel,3
758,23,2500,Marié(e),Consulting,Consultant,5,4,3,2,3,1,4,4,3,Non,14.0,1,Occasionnel,2
760,39,6389,Marié(e),Ressources Humaines,Ressources Humaines,12,8,3,3,4,2,3,1,3,Non,15.0,1,Occasionnel,6
762,56,11103,Marié(e),Consulting,Manager,30,10,7,3,3,4,3,2,3,Non,11.0,0,Occasionnel,1
763,40,2342,Célibataire,Consulting,Assistant de Direction,5,4,2,4,2,4,4,2,4,Oui,20.0,0,Occasionnel,3
764,27,6811,Célibataire,Consulting,Manager,9,7,6,4,2,1,1,1,3,Non,19.0,0,Occasionnel,7
766,29,2297,Divorcé(e),Commercial,Représentant Commercial,2,2,2,4,3,2,4,3,3,Non,14.0,2,Occasionnel,2
769,53,2450,Célibataire,Consulting,Consultant,19,2,2,4,3,4,4,3,3,Non,17.0,0,Occasionnel,2
771,35,5093,Divorcé(e),Consulting,Manager,16,1,0,4,3,1,1,4,3,Non,11.0,1,Aucun,0
772,32,5309,Marié(e),Consulting,Consultant,10,10,8,1,3,4,4,3,3,Non,15.0,2,Frequent,7
773,38,3057,Marié(e),Consulting,Assistant de Direction,6,1,0,4,3,3,2,1,3,Oui,13.0,1,Occasionnel,1
775,34,5121,Divorcé(e),Consulting,Tech Lead,7,0,0,2,3,1,3,3,3,Non,14.0,1,Occasionnel,0
776,52,16856,Marié(e),Commercial,Senior Manager,34,34,6,3,2,1,1,4,3,Non,11.0,0,Occasionnel,16
780,33,2686,Célibataire,Consulting,Assistant de Direction,10,10,9,4,3,4,3,2,3,Oui,13.0,0,Occasionnel,8
781,25,6180,Célibataire,Commercial,Cadre Commercial,6,6,5,3,3,4,2,2,4,Non,23.0,0,Occasionnel,4
783,45,6632,Célibataire,Commercial,Représentant Commercial,9,8,7,2,1,3,1,3,3,Non,13.0,0,Occasionnel,1
784,23,3505,Célibataire,Consulting,Assistant de Direction,2,2,2,1,4,3,4,3,3,Non,18.0,0,Occasionnel,2
785,47,6397,Célibataire,Commercial,Cadre Commercial,8,5,4,2,4,3,4,3,3,Oui,12.0,0,Frequent,3
786,34,6274,Célibataire,Commercial,Cadre Commercial,6,6,5,4,3,4,3,3,4,Non,22.0,0,Occasionnel,4
787,55,19859,Marié(e),Consulting,Senior Manager,24,5,2,4,3,1,4,3,3,Oui,13.0,1,Occasionnel,4
789,36,7587,Célibataire,Commercial,Cadre Commercial,10,10,7,1,2,1,2,3,3,Non,15.0,0,Aucun,9
791,52,4258,Marié(e),Consulting,Assistant de Direction,5,4,3,4,3,4,1,3,3,Non,18.0,1,Aucun,2
792,26,4364,Divorcé(e),Consulting,Consultant,5,2,2,1,1,4,1,3,3,Non,14.0,1,Frequent,0
793,29,4335,Marié(e),Consulting,Manager,11,8,7,2,3,3,1,2,3,Non,12.0,1,Occasionnel,1
796,26,5326,Célibataire,Commercial,Cadre Commercial,6,4,3,4,2,1,3,2,3,Non,17.0,0,Occasionnel,2
797,34,3280,Célibataire,Consulting,Assistant de Direction,10,4,2,2,4,4,3,3,3,Non,16.0,0,Occasionnel,3
799,54,5485,Divorcé(e),Consulting,Tech Lead,9,5,3,4,3,1,2,3,3,Oui,11.0,2,Occasionnel,4
800,27,4342,Marié(e),Commercial,Cadre Commercial,5,4,2,3,3,4,2,3,3,Non,19.0,1,Frequent,1
802,37,2782,Divorcé(e),Consulting,Assistant de Direction,6,5,3,4,3,1,2,2,3,Oui,13.0,2,Occasionnel,3
803,38,5980,Célibataire,Consulting,Tech Lead,17,15,7,1,4,1,4,3,3,Oui,12.0,0,Frequent,12
804,34,4381,Célibataire,Consulting,Assistant de Direction,6,6,5,3,2,1,3,3,3,Non,11.0,0,Occasionnel,3
805,35,2572,Marié(e),Commercial,Représentant Commercial,3,3,2,1,3,4,2,2,3,Non,16.0,1,Occasionnel,2
806,30,3833,Marié(e),Consulting,Consultant,7,2,2,4,1,3,3,3,4,Non,21.0,2,Occasionnel,2
807,40,4244,Marié(e),Consulting,Manager,8,8,7,3,4,2,4,3,4,Non,24.0,1,Frequent,7
808,34,6500,Marié(e),Commercial,Cadre Commercial,6,3,2,3,3,1,2,3,3,Non,17.0,1,Occasionnel,2
809,42,18430,Divorcé(e),Consulting,Senior Manager,24,24,7,2,3,4,2,2,3,Non,13.0,1,Frequent,9
811,23,1601,Marié(e),Consulting,Consultant,1,0,0,3,4,1,3,3,4,Oui,21.0,2,Occasionnel,0
812,24,2694,Divorcé(e),Consulting,Consultant,1,1,0,3,2,2,3,3,3,Non,11.0,3,Aucun,0
813,52,3149,Marié(e),Consulting,Consultant,9,5,2,4,3,3,2,3,4,Non,20.0,1,Occasionnel,4
815,50,17639,Marié(e),Consulting,Directeur Technique,30,4,3,3,3,3,4,3,3,Non,16.0,0,Occasionnel,3
816,29,2319,Marié(e),Consulting,Consultant,1,1,0,2,2,1,4,3,3,Oui,11.0,1,Occasionnel,0
817,33,11691,Marié(e),Consulting,Directeur Technique,14,13,9,3,3,3,4,4,3,Non,11.0,0,Occasionnel,7
819,33,5324,Célibataire,Commercial,Cadre Commercial,6,3,2,1,3,1,3,3,3,Non,15.0,0,Occasionnel,2
820,47,16752,Marié(e),Consulting,Senior Manager,26,26,14,3,3,4,3,2,3,Oui,11.0,1,Occasionnel,0
823,36,5228,Marié(e),Consulting,Tech Lead,10,9,7,3,3,2,1,3,3,Non,15.0,1,Occasionnel,5
824,29,2700,Marié(e),Consulting,Assistant de Direction,10,10,7,3,4,3,3,3,4,Non,24.0,1,Occasionnel,7
825,58,19246,Célibataire,Consulting,Directeur Technique,40,31,15,4,3,2,4,3,3,Oui,12.0,0,Occasionnel,8
826,35,2506,Célibataire,Consulting,Assistant de Direction,7,2,2,4,4,3,3,3,3,Non,13.0,0,Occasionnel,2
827,42,6062,Marié(e),Consulting,Tech Lead,8,4,3,4,2,4,4,3,3,Oui,13.0,1,Occasionnel,2
828,28,4382,Célibataire,Consulting,Assistant de Direction,5,2,2,3,3,3,4,2,3,Non,17.0,0,Occasionnel,1
829,36,2143,Marié(e),Ressources Humaines,Ressources Humaines,8,5,2,3,3,2,2,3,3,Non,13.0,1,Occasionnel,4
830,32,6162,Marié(e),Consulting,Tech Lead,14,14,13,3,2,3,3,3,3,Non,12.0,1,Occasionnel,8
832,40,5094,Célibataire,Consulting,Consultant,10,1,0,1,2,3,4,3,3,Non,14.0,0,Frequent,0
833,30,6877,Célibataire,Consulting,Tech Lead,12,0,0,3,2,4,2,2,4,Oui,24.0,0,Occasionnel,0
834,45,2274,Célibataire,Consulting,Assistant de Direction,1,1,0,2,2,3,4,3,3,Non,14.0,0,Occasionnel,0
836,42,4434,Marié(e),Consulting,Tech Lead,10,9,8,2,3,2,4,2,3,Non,13.0,1,Occasionnel,8
837,38,6288,Divorcé(e),Consulting,Manager,13,4,3,1,2,1,3,2,3,Non,15.0,1,Frequent,2
838,34,2553,Célibataire,Consulting,Assistant de Direction,6,5,2,3,2,4,3,3,3,Non,16.0,0,Frequent,3
840,49,7654,Marié(e),Commercial,Cadre Commercial,9,9,8,3,3,4,1,4,3,Non,18.0,2,Occasionnel,7
842,55,5160,Célibataire,Commercial,Cadre Commercial,12,9,7,3,3,4,3,2,3,Non,16.0,0,Occasionnel,3
843,43,17159,Marié(e),Consulting,Directeur Technique,22,4,1,2,3,1,3,3,4,Non,24.0,1,Occasionnel,0
844,27,12808,Divorcé(e),Consulting,Directeur Technique,9,9,8,3,2,4,2,3,3,Oui,16.0,1,Occasionnel,8
845,35,10221,Célibataire,Consulting,Tech Lead,17,8,5,3,3,3,2,4,4,Non,21.0,0,Occasionnel,6
846,28,4779,Marié(e),Commercial,Cadre Commercial,8,8,7,2,3,2,1,3,4,Oui,20.0,0,Occasionnel,5
847,34,3737,Marié(e),Ressources Humaines,Ressources Humaines,4,3,2,3,3,4,3,1,3,Non,19.0,1,Occasionnel,2
848,26,2366,Marié(e),Consulting,Assistant de Direction,8,8,7,3,2,3,1,3,3,Oui,14.0,1,Frequent,7
850,27,1706,Marié(e),Consulting,Assistant de Direction,0,0,0,4,3,4,3,2,3,Non,11.0,3,Aucun,0
851,51,16307,Marié(e),Commercial,Senior Manager,29,20,6,1,3,3,3,2,3,Non,14.0,1,Occasionnel,17
852,44,5933,Célibataire,Consulting,Manager,10,5,2,4,3,2,4,2,3,Non,12.0,0,Occasionnel,3
854,25,3424,Célibataire,Consulting,Assistant de Direction,6,4,3,1,4,1,3,2,3,Non,13.0,0,Occasionnel,1
855,33,4037,Divorcé(e),Commercial,Cadre Commercial,9,9,8,1,4,1,1,3,4,Non,22.0,1,Occasionnel,8
856,35,2559,Célibataire,Consulting,Assistant de Direction,6,6,5,3,2,1,4,2,3,Non,11.0,0,Occasionnel,1
857,36,6201,Marié(e),Commercial,Cadre Commercial,18,18,14,2,3,4,4,2,3,Oui,14.0,1,Occasionnel,11
859,32,4403,Divorcé(e),Commercial,Cadre Commercial,8,5,2,2,3,4,3,2,3,Non,11.0,1,Occasionnel,3
861,30,3761,Divorcé(e),Consulting,Assistant de Direction,10,5,4,2,2,4,2,2,3,Non,12.0,1,Frequent,3
862,53,10934,Marié(e),Commercial,Cadre Commercial,35,5,2,1,2,4,4,3,3,Oui,18.0,1,Occasionnel,4
864,45,10761,Divorcé(e),Commercial,Cadre Commercial,18,5,4,4,3,1,3,3,3,Oui,12.0,1,Occasionnel,2
865,32,5175,Marié(e),Consulting,Assistant de Direction,9,5,3,3,4,3,3,2,3,Non,12.0,1,Occasionnel,3
867,52,13826,Marié(e),Consulting,Tech Lead,31,9,8,3,2,4,3,3,4,Non,22.0,0,Frequent,0
868,37,6334,Divorcé(e),Commercial,Cadre Commercial,9,1,0,4,2,3,4,3,3,Non,19.0,2,Occasionnel,0
869,28,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,6,5,1,2,2,4,4,3,3,Non,13.0,1,Occasionnel,4
872,22,4775,Marié(e),Consulting,Tech Lead,4,2,2,4,2,4,1,1,4,Non,22.0,2,Occasionnel,2
874,44,2818,Marié(e),Consulting,Consultant,10,3,2,1,4,4,3,2,4,Oui,24.0,1,Occasionnel,2
875,42,2515,Célibataire,Consulting,Assistant de Direction,8,2,1,2,3,4,4,3,3,Oui,14.0,0,Frequent,2
878,36,2342,Marié(e),Ressources Humaines,Ressources Humaines,6,5,4,1,2,1,3,3,4,Non,21.0,0,Occasionnel,3
879,25,4194,Marié(e),Commercial,Cadre Commercial,5,5,3,3,3,1,4,3,3,Oui,18.0,0,Occasionnel,3
880,35,10685,Marié(e),Consulting,Tech Lead,17,17,14,4,2,3,2,3,4,Oui,20.0,1,Occasionnel,15
881,35,2022,Divorcé(e),Consulting,Assistant de Direction,10,10,2,4,3,2,1,2,3,Oui,19.0,1,Frequent,8
882,32,2314,Divorcé(e),Consulting,Consultant,4,3,0,4,3,4,2,3,3,Non,12.0,1,Aucun,2
885,25,4256,Marié(e),Commercial,Cadre Commercial,5,5,2,3,2,1,1,4,3,Non,12.0,0,Occasionnel,3
887,49,3580,Marié(e),Consulting,Assistant de Direction,7,4,2,3,3,1,2,3,3,Non,16.0,1,Occasionnel,2
888,24,3162,Marié(e),Consulting,Consultant,6,5,2,1,2,4,4,2,3,Non,17.0,0,Aucun,4
889,32,6524,Marié(e),Commercial,Cadre Commercial,10,10,8,2,3,2,4,3,3,Non,14.0,1,Frequent,3
893,38,2899,Marié(e),Commercial,Représentant Commercial,3,2,2,2,2,2,4,3,3,Non,19.0,1,Occasionnel,2
894,42,5231,Marié(e),Consulting,Consultant,17,5,3,3,4,4,2,2,3,Oui,13.0,1,Occasionnel,3
895,31,2356,Marié(e),Consulting,Assistant de Direction,8,6,4,4,3,4,2,3,3,Oui,19.0,1,Occasionnel,2
896,29,2800,Divorcé(e),Commercial,Représentant Commercial,5,3,2,2,2,3,3,3,3,Oui,19.0,3,Occasionnel,2
897,53,11836,Marié(e),Commercial,Cadre Commercial,28,2,0,1,3,4,3,3,3,Non,14.0,1,Occasionnel,2
899,35,10903,Marié(e),Consulting,Tech Lead,16,13,10,4,2,2,1,3,3,Non,16.0,0,Occasionnel,8
900,37,2973,Marié(e),Commercial,Représentant Commercial,10,5,4,3,3,4,2,3,3,Non,15.0,1,Frequent,0
901,53,14275,Célibataire,Consulting,Directeur Technique,33,12,9,4,3,4,3,3,3,Non,18.0,0,Occasionnel,8
902,43,5562,Marié(e),Consulting,Manager,12,5,2,4,3,4,2,2,3,Non,13.0,1,Frequent,2
903,47,4537,Marié(e),Commercial,Cadre Commercial,8,7,6,3,3,4,1,3,4,Oui,22.0,1,Occasionnel,7
904,37,7642,Célibataire,Commercial,Cadre Commercial,10,10,0,1,3,2,4,3,3,Oui,13.0,0,Aucun,9
905,50,17924,Divorcé(e),Consulting,Senior Manager,31,31,6,1,3,1,4,3,3,Non,11.0,1,Aucun,7
909,39,5204,Marié(e),Ressources Humaines,Ressources Humaines,13,5,4,4,2,4,3,3,3,Non,11.0,2,Occasionnel,4
910,33,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,7,4,3,4,3,2,3,4,3,Oui,11.0,1,Occasionnel,3
911,32,2795,Célibataire,Consulting,Consultant,1,1,0,1,3,4,3,1,4,Oui,24.0,0,Occasionnel,1
912,29,2532,Divorcé(e),Consulting,Consultant,8,4,3,1,2,4,3,3,3,Non,14.0,3,Occasionnel,3
913,44,2559,Marié(e),Consulting,Assistant de Direction,8,8,7,2,3,1,4,3,3,Oui,13.0,0,Occasionnel,1
916,28,4908,Célibataire,Commercial,Cadre Commercial,4,4,2,1,3,4,2,3,3,Non,14.0,0,Occasionnel,2
918,58,2380,Divorcé(e),Consulting,Consultant,3,1,0,4,2,4,4,2,3,Oui,14.0,1,Frequent,0
920,43,4765,Divorcé(e),Consulting,Tech Lead,4,1,0,1,3,2,3,4,4,Non,21.0,1,Occasionnel,0
922,20,2044,Célibataire,Commercial,Représentant Commercial,2,2,2,3,2,3,4,2,3,Non,13.0,0,Occasionnel,2
923,21,2693,Célibataire,Consulting,Assistant de Direction,1,1,0,4,3,4,1,2,3,Non,19.0,0,Occasionnel,0
